ticker,sector,industry
SEPN,Healthcare,Biotechnology
SER,Healthcare,Biotechnology
SERA,Healthcare,Medical Devices
SERV,Industrials,Specialty Industrial Machinery
SES,Consumer Cyclical,Auto Parts
SEVN,Real Estate,REIT - Mortgage
SEZL,Financial Services,Credit Services
SF,Financial Services,Capital Markets
SFBC,Financial Services,Banks - Regional
SFBS,Financial Services,Banks - Regional
SFD,Consumer Defensive,Packaged Foods
SFHG,Industrials,Specialty Business Services
SFIX,Consumer Cyclical,Apparel Retail
SFL,Industrials,Marine Shipping
SFM,Consumer Defensive,Grocery Stores
SFNC,Financial Services,Banks - Regional
SFST,Financial Services,Banks - Regional
SFWL,Industrials,Integrated Freight & Logistics
SG,Consumer Cyclical,Restaurants
SGA,Communication Services,Broadcasting
SGBX,Industrials,Metal Fabrication
SGC,Consumer Cyclical,Apparel Manufacturing
SGD,Real Estate,Real Estate - Development
SGHC,Consumer Cyclical,Gambling
SGHT,Healthcare,Medical Devices
SGI,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SGLY,Industrials,Integrated Freight & Logistics
SGML,Basic Materials,Other Industrial Metals & Mining
SGMO,Healthcare,Biotechnology
SGMT,Healthcare,Biotechnology
SGN,Technology,Software - Application
SGRP,Industrials,Specialty Business Services
SGRY,Healthcare,Medical Care Facilities
SGU,Energy,Oil & Gas Refining & Marketing
SHAK,Consumer Cyclical,Restaurants
SHBI,Financial Services,Banks - Regional
SHC,Healthcare,Diagnostics & Research
SHCO,Consumer Cyclical,Lodging
SHEL,Energy,Oil & Gas Integrated
SHEN,Communication Services,Telecom Services
SHFS,Financial Services,Banks - Regional
SHG,Financial Services,Banks - Regional
SHIM,Industrials,Engineering & Construction
SHIP,Industrials,Marine Shipping
SHLS,Technology,Solar
SHMD,Industrials,Specialty Industrial Machinery
SHO,Real Estate,REIT - Hotel & Motel
SHOO,Consumer Cyclical,Footwear & Accessories
SHOP,Technology,Software - Application
SHOT,Consumer Defensive,Beverages - Non-Alcoholic
SHPH,Healthcare,Drug Manufacturers - Specialty & Generic
SHW,Basic Materials,Specialty Chemicals
SI,,
SIBN,Healthcare,Medical Devices
SID,Basic Materials,Steel
SIDU,Industrials,Aerospace & Defense
SIEB,Financial Services,Capital Markets
SIF,Industrials,Aerospace & Defense
SIFY,Communication Services,Telecom Services
SIG,Consumer Cyclical,Luxury Goods
SIGA,Healthcare,Drug Manufacturers - Specialty & Generic
SIGI,Financial Services,Insurance - Property & Casualty
SII,Financial Services,Asset Management
SILA,Real Estate,REIT - Healthcare Facilities
SILC,Technology,Communication Equipment
SILO,Healthcare,Biotechnology
SIM,Basic Materials,Steel
SIMA,Financial Services,Shell Companies
SIMO,Technology,Semiconductors
SINT,Healthcare,Medical Devices
SION,Healthcare,Biotechnology
SIRI,Communication Services,Entertainment
SISI,Consumer Defensive,Farm Products
SITC,Real Estate,REIT - Retail
SITE,Industrials,Industrial Distribution
SITM,Technology,Semiconductors
SJ,Communication Services,Internet Content & Information
SJM,Consumer Defensive,Packaged Foods
SJT,Energy,Oil & Gas E&P
SKBL,Industrials,Engineering & Construction
SKE,Basic Materials,Other Industrial Metals & Mining
SKIL,Consumer Defensive,Education & Training Services
SKIN,Consumer Defensive,Household & Personal Products
SKK,Industrials,Engineering & Construction
SKLZ,Communication Services,Electronic Gaming & Multimedia
SKM,Communication Services,Telecom Services
SKT,Real Estate,REIT - Retail
SKWD,Financial Services,Insurance - Property & Casualty
SKY,Consumer Cyclical,Residential Construction
SKYE,Healthcare,Biotechnology
SKYH,Real Estate,Real Estate - Development
SKYQ,Energy,Oil & Gas Integrated
SKYT,Technology,Semiconductors
SKYW,Industrials,Airlines
SKYX,Industrials,Electrical Equipment & Parts
SLAB,Technology,Semiconductors
SLB,Energy,Oil & Gas Equipment & Services
SLDB,Healthcare,Biotechnology
SLDE,Financial Services,Insurance - Property & Casualty
SLDP,Consumer Cyclical,Auto Parts
SLE,Communication Services,Internet Content & Information
SLF,Financial Services,Insurance - Diversified
SLG,Real Estate,REIT - Office
SLGL,Healthcare,Biotechnology
SLGN,Consumer Cyclical,Packaging & Containers
SLI,Basic Materials,Other Industrial Metals & Mining
SLM,Financial Services,Credit Services
SLN,Healthcare,Biotechnology
SLND,Industrials,Engineering & Construction
SLNG,Energy,Oil & Gas Integrated
SLNH,Financial Services,Capital Markets
SLNO,Healthcare,Biotechnology
SLP,Healthcare,Health Information Services
SLQT,Financial Services,Insurance Brokers
SLRC,Financial Services,Asset Management
SLRX,Healthcare,Biotechnology
SLS,Healthcare,Biotechnology
SLSN,Consumer Defensive,Household & Personal Products
SLSR,Basic Materials,Other Precious Metals & Mining
SLVM,Basic Materials,Paper & Paper Products
SLVO,,
SLXN,Healthcare,Biotechnology
SM,Energy,Oil & Gas E&P
SMA,Real Estate,REIT - Industrial
SMBC,Financial Services,Banks - Regional
SMBK,Financial Services,Banks - Regional
SMC,Energy,Oil & Gas Midstream
SMCI,Technology,Computer Hardware
SMFG,Financial Services,Banks - Diversified
SMG,Basic Materials,Agricultural Inputs
SMHI,Industrials,Marine Shipping
SMID,Basic Materials,Building Materials
SMLR,Healthcare,Medical Devices
SMMT,Healthcare,Biotechnology
SMP,Consumer Cyclical,Auto Parts
SMPL,Consumer Defensive,Packaged Foods
SMR,Industrials,Specialty Industrial Machinery
SMRT,Technology,Software - Application
SMSI,Technology,Software - Application
SMTC,Technology,Semiconductors
SMTI,Healthcare,Medical Instruments & Supplies
SMTK,Technology,Semiconductor Equipment & Materials
SMWB,Technology,Software - Application
SMX,Industrials,Specialty Business Services
SMXT,Technology,Solar
SN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SNA,Industrials,Tools & Accessories
SNAL,Communication Services,Electronic Gaming & Multimedia
SNAP,Communication Services,Internet Content & Information
SNBR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SNCR,Technology,Software - Infrastructure
SNCY,Industrials,Airlines
SND,Energy,Oil & Gas Equipment & Services
SNDA,Healthcare,Medical Care Facilities
SNDK,Technology,Computer Hardware
SNDL,Consumer Defensive,Beverages - Wineries & Distilleries
SNDR,Industrials,Trucking
SNDX,Healthcare,Biotechnology
SNES,Basic Materials,Specialty Chemicals
SNEX,Financial Services,Capital Markets
SNFCA,Financial Services,Mortgage Finance
SNGX,Healthcare,Biotechnology
SNN,Healthcare,Medical Devices
SNOA,Healthcare,Drug Manufacturers - Specialty & Generic
SNOW,Technology,Software - Application
SNPS,Technology,Software - Infrastructure
SNSE,Healthcare,Biotechnology
SNT,Industrials,Security & Protection Services
SNTG,Financial Services,Credit Services
SNTI,Healthcare,Biotechnology
SNV,Financial Services,Banks - Regional
SNWV,Healthcare,Medical Devices
SNX,Technology,Electronics & Computer Distribution
SNY,Healthcare,Drug Manufacturers - General
SNYR,Healthcare,Medical Distribution
SO,Utilities,Utilities - Regulated Electric
SOAR,Industrials,Airports & Air Services
SOBO,Energy,Oil & Gas Midstream
SOBR,Technology,Scientific & Technical Instruments
SOC,Energy,Oil & Gas Drilling
SOCA,Financial Services,Shell Companies
SOFI,Financial Services,Credit Services
SOGP,Communication Services,Internet Content & Information
SOHO,Real Estate,REIT - Hotel & Motel
SOHU,Communication Services,Electronic Gaming & Multimedia
SOL,Technology,Solar
SOLV,Healthcare,Medical Instruments & Supplies
SON,Consumer Cyclical,Packaging & Containers
SOND,Consumer Cyclical,Lodging
SONM,Technology,Communication Equipment
SONN,Healthcare,Biotechnology
SONO,Technology,Consumer Electronics
SONY,Technology,Consumer Electronics
SOPA,Technology,Software - Application
SOPH,Healthcare,Health Information Services
SOR,Financial Services,Asset Management
SORA,Consumer Cyclical,Luxury Goods
SOS,Financial Services,Capital Markets
SOTK,Technology,Scientific & Technical Instruments
SOUL,Financial Services,Shell Companies
SOUN,Technology,Software - Application
SOWG,Consumer Defensive,Confectioners
SPAI,Industrials,Aerospace & Defense
SPB,Consumer Defensive,Household & Personal Products
SPCB,Industrials,Security & Protection Services
SPCE,Industrials,Aerospace & Defense
SPE,Financial Services,Asset Management
SPEG,Financial Services,Shell Companies
SPFI,Financial Services,Banks - Regional
SPG,Real Estate,REIT - Retail
SPGI,Financial Services,Financial Data & Stock Exchanges
SPH,Utilities,Utilities - Regulated Gas
SPHL,Consumer Cyclical,Residential Construction
SPHR,Communication Services,Entertainment
SPIR,Industrials,Specialty Business Services
SPKL,Financial Services,Shell Companies
SPMC,,
SPNS,Technology,Software - Application
SPNT,Financial Services,Insurance - Reinsurance
SPOK,Healthcare,Health Information Services
SPOT,Communication Services,Internet Content & Information
SPPL,Industrials,Specialty Industrial Machinery
SPR,Industrials,Aerospace & Defense
SPRB,,
SPRC,Healthcare,Biotechnology
SPRO,Healthcare,Biotechnology
SPRU,Technology,Solar
SPRY,Healthcare,Biotechnology
SPSC,Technology,Software - Application
SPT,Technology,Software - Application
SPTN,Consumer Defensive,Food Distribution
SPWH,Consumer Cyclical,Specialty Retail
SPWR,Technology,Solar
SPXC,Industrials,Building Products & Equipment
SPXX,Financial Services,Asset Management
SQFT,Real Estate,REIT - Diversified
SQM,Basic Materials,Specialty Chemicals
SQNS,Technology,Semiconductors
SR,Utilities,Utilities - Regulated Gas
SRAD,Technology,Software - Application
SRBK,Financial Services,Banks - Regional
SRCE,Financial Services,Banks - Regional
SRDX,Healthcare,Medical Devices
SRE,Utilities,Utilities - Diversified
SRFM,Industrials,Airlines
SRG,Real Estate,Real Estate Services
SRI,Consumer Cyclical,Auto Parts
SRL,Financial Services,Capital Markets
SRPT,Healthcare,Biotechnology
SRRK,Healthcare,Biotechnology
SRTA,Industrials,Airports & Air Services
SRTS,Healthcare,Medical Devices
SRV,Financial Services,Asset Management
SRXH,Healthcare,Medical Care Facilities
SRZN,Healthcare,Biotechnology
SSB,Financial Services,Banks - Regional
SSBI,Financial Services,Banks - Regional
SSD,Basic Materials,Lumber & Wood Production
SSEAU,Financial Services,Shell Companies
SSII,Healthcare,Medical Devices
SSKN,Healthcare,Medical Devices
SSL,Basic Materials,Specialty Chemicals
SSM,Consumer Cyclical,Auto Manufacturers
SSNC,Technology,Software - Application
SSP,Communication Services,Broadcasting
SSRM,Basic Materials,Gold
SSSS,Financial Services,Asset Management
SST,Industrials,Specialty Business Services
SSTI,Technology,Software - Application
SSTK,Communication Services,Internet Content & Information
SSYS,Technology,Computer Hardware
ST,Technology,Scientific & Technical Instruments
STAA,Healthcare,Medical Instruments & Supplies
STAG,Real Estate,REIT - Industrial
STAI,Industrials,Building Products & Equipment
STAK,Energy,Oil & Gas Equipment & Services
STBA,Financial Services,Banks - Regional
STC,Financial Services,Insurance - Property & Casualty
STE,Healthcare,Medical Devices
STEC,Technology,Software - Application
STEL,Financial Services,Banks - Regional
STEM,Utilities,Utilities - Renewable
STEP,Financial Services,Asset Management
STEW,Financial Services,Asset Management
STEX,,
STFS,Communication Services,Advertising Agencies
STG,Consumer Defensive,Education & Training Services
STGW,Communication Services,Advertising Agencies
STHO,Real Estate,Real Estate Services
STI,Industrials,Electrical Equipment & Parts
STIM,Healthcare,Medical Devices
STK,Financial Services,Asset Management
STKE,Financial Services,Capital Markets
STKH,Consumer Defensive,Packaged Foods
STKL,Consumer Defensive,Beverages - Non-Alcoholic
STKS,Consumer Cyclical,Restaurants
STLA,Consumer Cyclical,Auto Manufacturers
STLD,Basic Materials,Steel
STM,Technology,Semiconductors
STN,Industrials,Engineering & Construction
STNE,Technology,Software - Infrastructure
STNG,Energy,Oil & Gas Midstream
STOK,Healthcare,Biotechnology
STRA,Consumer Defensive,Education & Training Services
STRL,Industrials,Engineering & Construction
STRO,Healthcare,Biotechnology
STRR,Industrials,Conglomerates
STRS,Real Estate,Real Estate - Diversified
STRT,Consumer Cyclical,Auto Parts
STRW,Real Estate,REIT - Healthcare Facilities
STRZ,Communication Services,Entertainment
STSS,Healthcare,Medical Instruments & Supplies
STT,Financial Services,Asset Management
STTK,Healthcare,Biotechnology
STVN,Healthcare,Medical Instruments & Supplies
STWD,Real Estate,REIT - Mortgage
STX,Technology,Computer Hardware
STXS,Healthcare,Medical Instruments & Supplies
STZ,Consumer Defensive,Beverages - Brewers
SU,Energy,Oil & Gas Integrated
SUGP,Industrials,Security & Protection Services
SUI,Real Estate,REIT - Residential
SUIG,Financial Services,Credit Services
SUN,Energy,Oil & Gas Refining & Marketing
SUNE,Technology,Solar
SUNS,Real Estate,REIT - Mortgage
SUPN,Healthcare,Drug Manufacturers - Specialty & Generic
SUPV,Financial Services,Banks - Regional
SUPX,Technology,Software - Infrastructure
SURG,Communication Services,Telecom Services
SUUN,Utilities,Utilities - Renewable
SUZ,Basic Materials,Paper & Paper Products
SVA,,
SVACU,,
SVC,Real Estate,REIT - Hotel & Motel
SVCC,Financial Services,Shell Companies
SVCO,Technology,Software - Application
SVII,Financial Services,Shell Companies
SVM,Basic Materials,Silver
SVRA,Healthcare,Biotechnology
SVRE,Technology,Scientific & Technical Instruments
SVV,Consumer Cyclical,Specialty Retail
SW,Consumer Cyclical,Packaging & Containers
SWAG,Communication Services,Advertising Agencies
SWBI,Industrials,Aerospace & Defense
SWIM,Industrials,Building Products & Equipment
SWIN,Financial Services,Capital Markets
SWK,Industrials,Tools & Accessories
SWKH,Financial Services,Asset Management
SWKS,Technology,Semiconductors
SWVL,Industrials,Railroads
SWX,Utilities,Utilities - Regulated Gas
SWZ,,
SXC,Basic Materials,Coking Coal
SXI,Industrials,Specialty Industrial Machinery
SXT,Basic Materials,Specialty Chemicals
SXTC,Healthcare,Drug Manufacturers - Specialty & Generic
SXTP,Healthcare,Biotechnology
SY,Healthcare,Health Information Services
SYBT,Financial Services,Banks - Regional
SYBX,Healthcare,Biotechnology
SYF,Financial Services,Credit Services
SYK,Healthcare,Medical Devices
SYM,Industrials,Specialty Industrial Machinery
SYNA,Technology,Semiconductors
SYNX,Technology,Communication Equipment
SYPR,Consumer Cyclical,Auto Parts
SYRE,Healthcare,Biotechnology
SYTA,Technology,Communication Equipment
SYY,Consumer Defensive,Food Distribution
SZZL,Financial Services,Shell Companies
T,Communication Services,Telecom Services
TAC,Utilities,Utilities - Independent Power Producers
TACH,Financial Services,Shell Companies
TACO,Financial Services,Shell Companies
TACT,Technology,Computer Hardware
TAIT,Technology,Electronics & Computer Distribution
TAK,Healthcare,Drug Manufacturers - Specialty & Generic
TAL,Consumer Defensive,Education & Training Services
TALK,Healthcare,Health Information Services
TALO,Energy,Oil & Gas E&P
TANH,Consumer Defensive,Household & Personal Products
TAOP,Technology,Software - Infrastructure
TAOX,Technology,Software - Infrastructure
TAP,Consumer Defensive,Beverages - Brewers
TARA,Healthcare,Biotechnology
TARS,Healthcare,Biotechnology
TASK,Technology,Information Technology Services
TATT,Industrials,Aerospace & Defense
TAVI,Financial Services,Shell Companies
TAYD,Industrials,Specialty Industrial Machinery
TBBB,Consumer Defensive,Discount Stores
TBBK,Financial Services,Banks - Regional
TBCH,Technology,Consumer Electronics
TBH,Communication Services,Electronic Gaming & Multimedia
TBHC,Consumer Cyclical,Home Improvement Retail
TBI,Industrials,Staffing & Employment Services
TBLA,Communication Services,Internet Content & Information
TBLD,Financial Services,Asset Management
TBMC,Financial Services,Shell Companies
TBN,Energy,Oil & Gas E&P
TBPH,Healthcare,Biotechnology
TBRG,Healthcare,Health Information Services
TC,Communication Services,Advertising Agencies
TCBI,Financial Services,Banks - Regional
TCBK,Financial Services,Banks - Regional
TCBS,Financial Services,Banks - Regional
TCBX,Financial Services,Banks - Regional
TCI,Real Estate,Real Estate Services
TCMD,Healthcare,Medical Devices
TCOM,Consumer Cyclical,Travel Services
TCPC,Financial Services,Asset Management
TCRT,Healthcare,Biotechnology
TCRX,Healthcare,Biotechnology
TCX,Technology,Software - Infrastructure
TD,Financial Services,Banks - Diversified
TDAC,Financial Services,Shell Companies
TDC,Technology,Software - Infrastructure
TDF,Financial Services,Asset Management
TDG,Industrials,Aerospace & Defense
TDIC,Communication Services,Advertising Agencies
TDOC,Healthcare,Health Information Services
TDS,Communication Services,Telecom Services
TDTH,Technology,Information Technology Services
TDUP,Consumer Cyclical,Internet Retail
TDW,Energy,Oil & Gas Equipment & Services
TDY,Technology,Scientific & Technical Instruments
TE,Industrials,Electrical Equipment & Parts
TEAD,Communication Services,Internet Content & Information
TEAF,Financial Services,Asset Management
TEAM,Technology,Software - Application
TECH,Healthcare,Biotechnology
TECK,Basic Materials,Other Industrial Metals & Mining
TECTP,Financial Services,Banks - Regional
TECX,Healthcare,Biotechnology
TEF,Communication Services,Telecom Services
TEI,Financial Services,Asset Management
TEL,Technology,Electronic Components
TELA,Healthcare,Medical Devices
TELO,Healthcare,Biotechnology
TEM,Healthcare,Health Information Services
TEN,Energy,Oil & Gas Midstream
TENB,Technology,Software - Infrastructure
TENX,Healthcare,Biotechnology
TEO,Communication Services,Telecom Services
TER,Technology,Semiconductor Equipment & Materials
TERN,Healthcare,Biotechnology
TEVA,Healthcare,Drug Manufacturers - Specialty & Generic
TEX,Industrials,Farm & Heavy Construction Machinery
TFC,Financial Services,Banks - Regional
TFII,Industrials,Trucking
TFIN,Financial Services,Banks - Regional
TFPM,Basic Materials,Other Precious Metals & Mining
TFSL,Financial Services,Banks - Regional
TFX,Healthcare,Medical Instruments & Supplies
TG,Industrials,Metal Fabrication
TGB,Basic Materials,Copper
TGE,Financial Services,Asset Management
TGEN,Industrials,Electrical Equipment & Parts
TGHL,Technology,Software - Infrastructure
TGL,Technology,Software - Application
TGLS,Basic Materials,Building Materials
TGNA,Communication Services,Broadcasting
TGS,Energy,Oil & Gas Integrated
TGT,Consumer Defensive,Discount Stores
TGTX,Healthcare,Biotechnology
TH,Industrials,Specialty Business Services
THAR,Healthcare,Biotechnology
THC,Healthcare,Medical Care Facilities
THCH,Consumer Cyclical,Restaurants
THFF,Financial Services,Banks - Regional
THG,Financial Services,Insurance - Property & Casualty
THH,Industrials,Specialty Business Services
THM,Basic Materials,Gold
THO,Consumer Cyclical,Recreational Vehicles
THQ,Financial Services,Asset Management
THR,Industrials,Specialty Industrial Machinery
THRM,Consumer Cyclical,Auto Parts
THRY,Communication Services,Internet Content & Information
THS,Consumer Defensive,Packaged Foods
THTX,Healthcare,Biotechnology
THW,Financial Services,Asset Management
TIC,Industrials,Specialty Business Services
TIGO,Communication Services,Telecom Services
TIGR,Financial Services,Capital Markets
TIL,Healthcare,Biotechnology
TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TIMB,Communication Services,Telecom Services
TIPT,Financial Services,Insurance - Specialty
TIRX,Financial Services,Insurance Brokers
TISI,Industrials,Specialty Business Services
TITN,Industrials,Industrial Distribution
TIVC,Healthcare,Medical Devices
TIXT,Technology,Software - Infrastructure
TJX,Consumer Cyclical,Apparel Retail
TK,Energy,Oil & Gas Midstream
TKC,Communication Services,Telecom Services
TKLF,Consumer Cyclical,Specialty Retail
TKNO,Healthcare,Drug Manufacturers - Specialty & Generic
TKO,Communication Services,Entertainment
TKR,Industrials,Tools & Accessories
TLF,Consumer Cyclical,Specialty Retail
TLIH,Industrials,Industrial Distribution
TLK,Communication Services,Telecom Services
TLN,Utilities,Utilities - Independent Power Producers
TLNCU,Financial Services,Shell Companies
TLPH,Healthcare,Drug Manufacturers - Specialty & Generic
TLRY,Healthcare,Drug Manufacturers - Specialty & Generic
TLS,Technology,Software - Infrastructure
TLSA,Healthcare,Biotechnology
TLSI,Healthcare,Medical Devices
TLX,Healthcare,Biotechnology
TLYS,Consumer Cyclical,Apparel Retail
TM,Consumer Cyclical,Auto Manufacturers
TMC,Basic Materials,Other Industrial Metals & Mining
TMCI,Healthcare,Medical Devices
TMDE,Energy,Oil & Gas Midstream
TMDX,Healthcare,Medical Devices
TME,Communication Services,Internet Content & Information
TMHC,Consumer Cyclical,Residential Construction
TMO,Healthcare,Diagnostics & Research
TMP,Financial Services,Banks - Regional
TMQ,Basic Materials,Other Industrial Metals & Mining
TMUS,Communication Services,Telecom Services
TNC,Industrials,Specialty Industrial Machinery
TNDM,Healthcare,Medical Devices
TNET,Industrials,Staffing & Employment Services
TNFA,Healthcare,Biotechnology
TNGX,Healthcare,Biotechnology
TNK,Energy,Oil & Gas Midstream
TNL,Consumer Cyclical,Travel Services
TNMG,Communication Services,Publishing
TNON,Healthcare,Medical Devices
TNXP,Healthcare,Biotechnology
TNYA,Healthcare,Biotechnology
TOI,Healthcare,Medical Care Facilities
TOL,Consumer Cyclical,Residential Construction
TOMZ,Industrials,Pollution & Treatment Controls
TONX,Technology,Software - Application
TOON,Communication Services,Entertainment
TOP,Financial Services,Capital Markets
TOPP,Industrials,Trucking
TOPS,Energy,Oil & Gas Midstream
TORO,Industrials,Marine Shipping
TOST,Technology,Software - Infrastructure
TOUR,Consumer Cyclical,Travel Services
TOVX,Healthcare,Biotechnology
TOWN,Financial Services,Banks - Regional
TOYO,Technology,Solar
TPB,Consumer Defensive,Tobacco
TPC,Industrials,Engineering & Construction
TPCS,Industrials,Metal Fabrication
TPET,Energy,Oil & Gas E&P
TPG,Financial Services,Asset Management
TPH,Consumer Cyclical,Residential Construction
TPL,Energy,Oil & Gas E&P
TPR,Consumer Cyclical,Luxury Goods
TPST,Healthcare,Biotechnology
TPVG,Financial Services,Asset Management
TR,Consumer Defensive,Confectioners
TRAK,Technology,Software - Application
TRAW,Healthcare,Biotechnology
TRC,Industrials,Conglomerates
TRDA,Healthcare,Biotechnology
TREE,Financial Services,Financial Conglomerates
TREX,Industrials,Building Products & Equipment
TRGP,Energy,Oil & Gas Midstream
TRI,Industrials,Specialty Business Services
TRIB,Healthcare,Medical Devices
TRIN,Financial Services,Asset Management
TRIP,Consumer Cyclical,Travel Services
TRMB,Technology,Scientific & Technical Instruments
TRMD,Energy,Oil & Gas Midstream
TRMK,Financial Services,Banks - Regional
TRML,Healthcare,Biotechnology
TRN,Industrials,Railroads
TRNO,Real Estate,REIT - Industrial
TRNR,Consumer Cyclical,Personal Services
TRNS,Industrials,Specialty Business Services
TRON,Consumer Cyclical,Leisure
TROO,Financial Services,Credit Services
TROW,Financial Services,Asset Management
TROX,Basic Materials,Chemicals
TRP,Energy,Oil & Gas Midstream
TRS,Consumer Cyclical,Packaging & Containers
TRSG,Industrials,Metal Fabrication
TRST,Financial Services,Banks - Regional
TRT,Technology,Semiconductor Equipment & Materials
TRTX,Real Estate,REIT - Mortgage
TRU,Financial Services,Financial Data & Stock Exchanges
TRUE,Communication Services,Internet Content & Information
TRUG,Communication Services,Electronic Gaming & Multimedia
TRUP,Financial Services,Insurance - Property & Casualty
TRV,Financial Services,Insurance - Property & Casualty
TRVG,Communication Services,Internet Content & Information
TRVI,Healthcare,Biotechnology
TRX,Basic Materials,Gold
TS,Energy,Oil & Gas Equipment & Services
TSAT,Technology,Communication Equipment
TSBK,Financial Services,Banks - Regional
TSCO,Consumer Cyclical,Specialty Retail
TSE,Basic Materials,Specialty Chemicals
TSEM,Technology,Semiconductors
TSHA,Healthcare,Biotechnology
TSI,Financial Services,Asset Management
TSLA,Consumer Cyclical,Auto Manufacturers
TSLX,Financial Services,Asset Management
TSM,Technology,Semiconductors
TSN,Consumer Defensive,Farm Products
TSQ,Communication Services,Advertising Agencies
TSSI,Technology,Information Technology Services
TT,Industrials,Building Products & Equipment
TTAM,Basic Materials,Building Materials
TTAN,Technology,Software - Application
TTC,Industrials,Tools & Accessories
TTD,Communication Services,Advertising Agencies
TTE,Energy,Oil & Gas Integrated
TTEC,Technology,Information Technology Services
TTEK,Industrials,Engineering & Construction
TTGT,Technology,Information Technology Services
TTI,Industrials,Conglomerates
TTMI,Technology,Electronic Components
TTNP,Healthcare,Biotechnology
TTSH,Consumer Cyclical,Home Improvement Retail
TTWO,Communication Services,Electronic Gaming & Multimedia
TU,Communication Services,Telecom Services
TURB,Technology,Solar
TUSK,Industrials,Conglomerates
TUYA,Technology,Software - Infrastructure
TV,Communication Services,Telecom Services
TVA,Financial Services,Shell Companies
TVAI,Financial Services,Shell Companies
TVC,,
TVE,,
TVGN,Healthcare,Biotechnology
TVRD,Healthcare,Biotechnology
TVTX,Healthcare,Biotechnology
TW,Financial Services,Capital Markets
TWFG,Financial Services,Insurance Brokers
TWG,Consumer Defensive,Food Distribution
TWI,Industrials,Farm & Heavy Construction Machinery
TWIN,Industrials,Specialty Industrial Machinery
TWLO,Technology,Software - Infrastructure
TWN,Financial Services,Asset Management
TWNP,Consumer Cyclical,Restaurants
TWO,Real Estate,REIT - Mortgage
TWST,Healthcare,Diagnostics & Research
TX,Basic Materials,Steel
TXG,Healthcare,Health Information Services
TXMD,Healthcare,Drug Manufacturers - Specialty & Generic
TXN,Technology,Semiconductors
TXNM,Utilities,Utilities - Regulated Electric
TXO,Energy,Oil & Gas E&P
TXRH,Consumer Cyclical,Restaurants
TXT,Industrials,Aerospace & Defense
TY,Financial Services,Asset Management
TYG,Financial Services,Asset Management
TYGO,Technology,Solar
TYL,Technology,Software - Application
TYRA,Healthcare,Biotechnology
TZOO,Communication Services,Internet Content & Information
TZUP,Communication Services,Advertising Agencies
U,Technology,Software - Application
UA,Consumer Cyclical,Apparel Manufacturing
UAA,Consumer Cyclical,Apparel Manufacturing
UAL,Industrials,Airlines
UAMY,Basic Materials,Other Industrial Metals & Mining
UAN,Basic Materials,Agricultural Inputs
UAVS,Technology,Computer Hardware
UBCP,Financial Services,Banks - Regional
UBER,Technology,Software - Application
UBFO,Financial Services,Banks - Regional
UBS,Financial Services,Banks - Diversified
UBSI,Financial Services,Banks - Regional
UBXG,Technology,Software - Infrastructure
UCAR,Consumer Cyclical,Auto & Truck Dealerships
UCB,Financial Services,Banks - Regional
UCL,Communication Services,Telecom Services
UCTT,Technology,Semiconductor Equipment & Materials
UDMY,Consumer Defensive,Education & Training Services
UDR,Real Estate,REIT - Residential
UE,Real Estate,REIT - Retail
UEC,Energy,Uranium
UEIC,Technology,Consumer Electronics
UFCS,Financial Services,Insurance - Property & Casualty
UFG,Industrials,Marine Shipping
UFI,Consumer Cyclical,Textile Manufacturing
UFPI,Basic Materials,Lumber & Wood Production
UFPT,Healthcare,Medical Devices
UG,Consumer Defensive,Household & Personal Products
UGI,Utilities,Utilities - Regulated Gas
UGP,Energy,Oil & Gas Refining & Marketing
UGRO,Industrials,Farm & Heavy Construction Machinery
UHAL,Industrials,Rental & Leasing Services
UHG,Consumer Cyclical,Residential Construction
UHS,Healthcare,Medical Care Facilities
UHT,Real Estate,REIT - Healthcare Facilities
UI,Technology,Communication Equipment
UIS,Technology,Information Technology Services
UK,Real Estate,Real Estate Services
UL,Consumer Defensive,Household & Personal Products
ULBI,Industrials,Electrical Equipment & Parts
ULCC,Industrials,Airlines
ULH,Industrials,Trucking
ULS,Industrials,Specialty Business Services
ULTA,Consumer Cyclical,Specialty Retail
ULY,Technology,Software - Application
UMAC,Technology,Computer Hardware
UMBF,Financial Services,Banks - Regional
UMC,Technology,Semiconductors
UMH,Real Estate,REIT - Residential
UNB,Financial Services,Banks - Regional
UNCY,Healthcare,Biotechnology
UNF,Industrials,Specialty Business Services
UNFI,Consumer Defensive,Food Distribution
UNH,Healthcare,Healthcare Plans
UNIT,Real Estate,REIT - Specialty
UNM,Financial Services,Insurance - Life
UNP,Industrials,Railroads
UNTY,Financial Services,Banks - Regional
UOKA,Consumer Cyclical,Lodging
UONE,Communication Services,Broadcasting
UP,Industrials,Airports & Air Services
UPB,Healthcare,Biotechnology
UPBD,Technology,Software - Application
UPC,Healthcare,Drug Manufacturers - Specialty & Generic
UPLD,Technology,Software - Application
UPS,Industrials,Integrated Freight & Logistics
UPST,Financial Services,Credit Services
UPWK,Communication Services,Internet Content & Information
UPXI,Communication Services,Internet Content & Information
URBN,Consumer Cyclical,Apparel Retail
URG,Energy,Uranium
URGN,Healthcare,Biotechnology
URI,Industrials,Rental & Leasing Services
